Client,AP,Band,Date time,staName,alias,txBitrate,rxBitrate,ulthroughput,dlthroughput,channelFreq,txPower,txPer,txPfr,txPrr,signalStrength,time_axis,bssid,ssid,session
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,2.4,25-3-19 20:29,,,128,86,58600,197040,2462,20,0,0,0,-40,1.55356E+12,04:bf:6d:5e:11:78,Synchro_SON,1
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,5,25-3-19 20:18,,,866,351,0,0,5805,22,0,0,0,-56,1.55356E+12,04:bf:6d:5e:11:79,Synchro_SON,
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,5,25-3-19 20:26,,,866,866,0,0,5240,16,0,0,0,-51,1.55356E+12,04:bf:6d:5e:11:79,Synchro_SON,
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,5,25-3-19 20:30,,,866,866,0,0,5805,22,0,0,0,-51,1.55356E+12,04:bf:6d:5e:11:79,Synchro_SON,
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,5,25-3-19 20:31,,,866,866,69888,20544,5805,22,0,0,0,-51,1.55356E+12,04:bf:6d:5e:11:79,Synchro_SON,1
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,5,25-3-19 20:32,,,866,866,230952,147896,5805,22,0,0,0,-51,1.55356E+12,04:bf:6d:5e:11:79,Synchro_SON,1
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,5,25-3-19 20:33,,,866,866,537096,172208,5805,22,0,0,0,-51,1.55356E+12,04:bf:6d:5e:11:79,Synchro_SON,1
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,5,25-3-19 20:34,,,866,866,403488,277664,5805,22,0,0,0,-51,1.55356E+12,04:bf:6d:5e:11:79,Synchro_SON,1
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,5,25-3-19 20:35,,,866,866,242816,161104,5805,22,0,0,0,-51,1.55356E+12,04:bf:6d:5e:11:79,Synchro_SON,1
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,5,25-3-19 20:36,,,866,866,84840,16424,5805,22,0,0,0,-53,1.55356E+12,04:bf:6d:5e:11:79,Synchro_SON,1
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,5,25-3-19 20:37,,,823,866,385376,277696,5805,22,0,0,0,-54,1.55356E+12,04:bf:6d:5e:11:79,Synchro_SON,1
78:31:c1:b8:ee:5c,04:bf:6d:5e:11:7b,5,25-3-19 20:38,,,866,866,720576,380968,5805,22,0,0,0,-52,1.55356E+12,04:bf:6d:5e:11:79,Synchro_SON,1
