Epoch(every hour),Managed AP - primary MAC,Band/Frequency,Zone,Pixel,# managed,# >-50 dBm,# >-62 dBm AND <=-50dBm,# >-80 dBm AND <=-62dBm,Average RSSI,Standard Deviation,Min RSSI,Max RSSI,# unmanaged,# >-50 dBm,# >-62 dBm AND <=-50dBm,# >-80 dBm AND <=-62dBm,Average RSSI,Standard Deviation,Min RSSI,Max RSSI
1551852000,b8:ec:a3:2f:bd:83,2412,Z_347_283_2,17361_14160_2,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:83,5,Z_347_283_2,17361_14160_2,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:83,5745,Z_347_283_2,17361_14160_2,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:11:9b,2.4,Z_347_283_3,17364_14169_3,9,0,1,5,-72.55,9.39,-84.97,-54.39,30,0,2,15,-77.42,6.29,-85.00,-57.00
1551852000,04:bf:6d:5e:11:9b,2437,Z_347_283_3,17364_14169_3,6,0,0,3,-76.70,6.72,-84.97,-67.00,9,0,2,3,-75.57,9.17,-84.00,-57.00
1551852000,04:bf:6d:5e:11:9b,5,Z_347_283_3,17364_14169_3,12,0,1,4,-78.41,10.20,-87.00,-50.00,51,0,1,20,-80.06,5.76,-88.00,-56.00
1551852000,04:bf:6d:5e:11:9b,5240,Z_347_283_3,17364_14169_3,1,0,0,0,-86.00,0.00,-86.00,-86.00,2,0,0,1,-76.00,10.00,-86.00,-65.99
1551852000,04:bf:6d:5e:12:67,2.4,Z_347_283_3,17371_14165_3,19,0,0,13,-75.52,6.91,-85.00,-64.39,19,0,0,16,-74.40,7.59,-90.00,-62.97
1551852000,04:bf:6d:5e:12:67,2412,Z_347_283_3,17371_14165_3,3,0,0,3,-73.67,3.40,-77.00,-69.00,6,0,0,6,-72.50,3.64,-79.00,-69.00
1551852000,04:bf:6d:5e:12:67,5,Z_347_283_3,17371_14165_3,28,0,0,14,-79.85,4.64,-87.99,-70.99,30,0,0,10,-82.00,5.85,-88.99,-63.00
1551852000,04:bf:6d:5e:12:67,5805,Z_347_283_3,17371_14165_3,4,0,0,1,-82.75,4.09,-86.00,-75.99,1,0,0,0,-83.99,0.00,-83.99,-83.99
1551852000,b8:ec:a3:2f:bd:87,2.4,Z_347_283_3,17377_14178_3,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:87,2437,Z_347_283_3,17377_14178_3,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:87,5,Z_347_283_3,17377_14178_3,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:87,5745,Z_347_283_3,17377_14178_3,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:8b,2.4,Z_347_283_3,17381_14170_3,13,0,1,4,-77.92,8.60,-87.00,-52.29,11,1,1,1,-76.93,17.54,-91.00,-28.63
1551852000,b8:ec:a3:2f:bd:8b,2437,Z_347_283_3,17381_14170_3,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:8b,5,Z_347_283_3,17381_14170_3,13,0,1,5,-77.92,10.18,-89.00,-54.00,21,1,0,2,-80.24,15.48,-88.00,-11.99
1551852000,b8:ec:a3:2f:bd:8b,5765,Z_347_283_3,17381_14170_3,1,0,0,1,-76.99,0.00,-76.99,-76.99,3,1,0,0,-61.33,34.90,-87.00,-11.99
1551852000,b8:ec:a3:2f:bd:df,2.4,Z_347_283_3,17368_14171_3,11,0,3,4,-71.72,11.95,-92.00,-54.65,18,0,0,15,-72.64,6.80,-87.00,-62.00
1551852000,b8:ec:a3:2f:bd:df,2462,Z_347_283_3,17368_14171_3,0,0,0,0,0.00,0.00,0.00,0.00,7,0,0,7,-70.57,4.83,-76.99,-62.00
1551852000,b8:ec:a3:2f:bd:df,5,Z_347_283_3,17368_14171_3,11,0,1,3,-78.55,9.24,-89.00,-58.00,42,0,0,8,-82.98,4.67,-88.00,-65.00
1551852000,b8:ec:a3:2f:bd:df,5745,Z_347_283_3,17368_14171_3,2,0,0,1,-76.00,5.00,-81.00,-71.00,7,0,0,3,-79.00,6.41,-86.00,-65.00
1551852000,b8:ec:a3:2f:bd:e3,2.4,Z_347_283_3,17359_14159_3,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:e3,2462,Z_347_283_3,17359_14159_3,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:e3,5,Z_347_283_3,17359_14159_3,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:e3,5200,Z_347_283_3,17359_14159_3,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:73,2.4,Z_347_283_4,17380_14171_4,14,2,0,8,-67.88,24.39,-89.00,-8.00,59,0,3,28,-76.32,7.86,-90.00,-52.46
1551852000,04:bf:6d:5e:12:73,2462,Z_347_283_4,17380_14171_4,5,0,0,5,-74.22,2.74,-78.00,-69.78,26,0,0,14,-76.01,6.05,-85.00,-66.28
1551852000,04:bf:6d:5e:12:73,5,Z_347_283_4,17380_14171_4,20,2,1,5,-72.92,22.94,-88.00,-6.00,107,4,7,32,-78.80,9.90,-88.00,-48.99
1551852000,04:bf:6d:5e:12:73,5765,Z_347_283_4,17380_14171_4,3,0,1,0,-76.08,10.73,-85.00,-60.99,10,0,0,6,-76.91,5.81,-86.00,-69.90
1551852000,04:bf:6d:5e:12:77,2.4,Z_347_283_4,17378_14169_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:77,2437,Z_347_283_4,17378_14169_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:77,5,Z_347_283_4,17378_14169_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:77,5200,Z_347_283_4,17378_14169_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:7b,2.4,Z_347_283_4,17374_14168_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:7b,2462,Z_347_283_4,17374_14168_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:7b,5,Z_347_283_4,17374_14168_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:7b,5200,Z_347_283_4,17374_14168_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:7f,2.4,Z_347_283_4,17377_14169_4,13,0,3,5,-74.43,9.86,-86.47,-56.19,16,0,0,11,-77.93,6.74,-90.00,-65.21
1551852000,04:bf:6d:5e:12:7f,2462,Z_347_283_4,17377_14169_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:7f,5,Z_347_283_4,17377_14169_4,17,0,1,6,-78.29,8.45,-86.00,-56.00,30,0,0,11,-81.23,4.05,-88.00,-75.00
1551852000,04:bf:6d:5e:12:7f,5765,Z_347_283_4,17377_14169_4,2,0,0,0,-83.50,2.50,-86.00,-81.00,4,0,0,1,-82.25,4.44,-87.00,-75.00
1551852000,04:bf:6d:5e:12:83,2.4,Z_347_283_4,17357_14158_4,10,0,0,6,-78.74,8.34,-94.99,-62.35,17,1,1,7,-75.99,14.59,-95.00,-31.55
1551852000,04:bf:6d:5e:12:83,2412,Z_347_283_4,17357_14158_4,3,0,0,2,-83.53,8.16,-94.99,-76.60,8,0,1,3,-78.03,12.45,-95.00,-52.24
1551852000,04:bf:6d:5e:12:83,5,Z_347_283_4,17357_14158_4,13,0,1,2,-81.92,7.29,-87.99,-59.00,31,1,1,7,-80.51,10.23,-88.99,-44.00
1551852000,04:bf:6d:5e:12:83,5745,Z_347_283_4,17357_14158_4,4,0,0,1,-84.49,4.38,-87.99,-77.00,9,0,0,0,-87.22,1.81,-88.99,-82.99
1551852000,04:bf:6d:5e:12:87,2.4,Z_347_283_4,17375_14181_4,5,1,0,4,-61.45,26.86,-79.00,-8.00,31,0,1,20,-76.81,6.28,-87.00,-54.68
1551852000,04:bf:6d:5e:12:87,2412,Z_347_283_4,17375_14181_4,1,0,0,1,-76.17,0.00,-76.17,-76.17,18,0,1,11,-77.45,7.03,-87.00,-54.68
1551852000,04:bf:6d:5e:12:87,5,Z_347_283_4,17375_14181_4,13,1,0,6,-74.53,20.93,-88.00,-6.00,67,0,2,25,-80.28,6.47,-89.00,-59.00
1551852000,04:bf:6d:5e:12:87,5785,Z_347_283_4,17375_14181_4,3,1,0,1,-55.33,35.49,-88.00,-6.00,3,0,2,0,-66.33,9.67,-80.00,-59.00
1551852000,04:bf:6d:5e:12:8b,2.4,Z_347_283_4,17369_14172_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:8b,2437,Z_347_283_4,17369_14172_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:8b,5,Z_347_283_4,17369_14172_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:8b,5785,Z_347_283_4,17369_14172_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:8f,2.4,Z_347_283_4,17378_14176_4,4,0,0,2,-81.42,3.58,-87.00,-77.69,35,0,3,12,-78.97,7.67,-90.00,-60.32
1551852000,04:bf:6d:5e:12:8f,2462,Z_347_283_4,17378_14176_4,1,0,0,0,-81.99,0.00,-81.99,-81.99,1,0,0,0,-82.00,0.00,-82.00,-82.00
1551852000,04:bf:6d:5e:12:8f,5,Z_347_283_4,17378_14176_4,10,0,0,4,-79.80,4.51,-87.00,-68.00,35,0,0,11,-80.71,7.26,-86.00,-62.00
1551852000,04:bf:6d:5e:12:8f,5745,Z_347_283_4,17378_14176_4,3,0,0,1,-82.66,3.30,-87.00,-79.00,21,0,0,3,-84.47,2.11,-86.00,-78.99
1551852000,04:bf:6d:5e:12:9b,2.4,Z_347_283_4,17357_14157_4,11,1,0,4,-74.23,20.86,-87.00,-9.28,15,0,1,4,-79.53,7.69,-86.47,-53.25
1551852000,04:bf:6d:5e:12:9b,2462,Z_347_283_4,17357_14157_4,1,0,0,1,-79.02,0.00,-79.02,-79.02,6,0,1,0,-78.82,11.64,-86.47,-53.25
1551852000,04:bf:6d:5e:12:9b,5,Z_347_283_4,17357_14157_4,10,1,0,1,-77.15,23.00,-89.00,-9.20,41,0,2,17,-79.13,9.03,-88.99,-54.52
1551852000,04:bf:6d:5e:12:9b,5220,Z_347_283_4,17357_14157_4,0,0,0,0,0.00,0.00,0.00,0.00,3,0,1,1,-68.33,10.09,-80.84,-56.14
1551852000,04:bf:6d:5e:12:a3,2.4,Z_347_283_4,17359_14166_4,6,0,2,2,-70.12,11.05,-86.00,-56.69,22,1,0,12,-76.09,8.07,-86.00,-48.31
1551852000,04:bf:6d:5e:12:a3,2437,Z_347_283_4,17359_14166_4,1,0,0,1,-73.99,0.00,-73.99,-73.99,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:a3,5,Z_347_283_4,17359_14166_4,12,0,1,5,-76.83,10.64,-87.00,-55.00,50,1,1,8,-80.90,8.89,-88.00,-37.99
1551852000,04:bf:6d:5e:12:a3,5200,Z_347_283_4,17359_14166_4,1,0,0,0,-85.00,0.00,-85.00,-85.00,4,0,0,0,-83.75,2.86,-87.00,-80.00
1551852000,04:bf:6d:5e:12:ab,2.4,Z_347_283_4,17375_14168_4,16,2,1,7,-70.19,18.97,-85.00,-8.00,14,0,0,6,-80.50,7.01,-93.00,-63.73
1551852000,04:bf:6d:5e:12:ab,2412,Z_347_283_4,17375_14168_4,5,0,1,2,-72.60,8.63,-83.00,-58.64,6,0,0,4,-76.97,6.26,-83.47,-63.73
1551852000,04:bf:6d:5e:12:ab,5,Z_347_283_4,17375_14168_4,25,2,1,4,-76.92,16.40,-89.00,-12.00,43,0,4,13,-78.98,8.12,-90.00,-58.00
1551852000,04:bf:6d:5e:12:ab,5805,Z_347_283_4,17375_14168_4,2,0,0,1,-78.50,1.50,-80.00,-77.00,1,0,0,0,-81.99,0.00,-81.99,-81.99
1551852000,04:bf:6d:5e:12:af,2.4,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:af,2412,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:af,5,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:af,5765,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:b3,2.4,Z_347_283_4,17378_14169_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:b3,2462,Z_347_283_4,17378_14169_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:b3,5,Z_347_283_4,17378_14169_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:12:b3,5785,Z_347_283_4,17378_14169_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:26:67,2.4,Z_347_283_4,17381_14171_4,10,0,0,7,-75.56,6.25,-86.00,-64.99,19,0,2,6,-78.32,9.21,-87.00,-52.25
1551852000,04:bf:6d:5e:26:67,2437,Z_347_283_4,17381_14171_4,1,0,0,1,-64.99,0.00,-64.99,-64.99,2,0,0,1,-80.27,0.73,-81.00,-79.54
1551852000,04:bf:6d:5e:26:67,5,Z_347_283_4,17381_14171_4,23,0,0,9,-81.39,6.03,-89.00,-63.00,56,1,0,12,-82.58,6.47,-89.00,-49.99
1551852000,04:bf:6d:5e:26:67,5745,Z_347_283_4,17381_14171_4,6,0,0,2,-83.00,4.04,-89.00,-77.99,26,0,0,1,-84.84,4.01,-89.00,-70.99
1551852000,04:bf:6d:5e:26:6b,2.4,Z_347_283_4,17375_14181_4,4,0,0,4,-74.82,2.96,-79.00,-71.55,31,0,1,20,-76.81,6.28,-87.00,-54.68
1551852000,04:bf:6d:5e:26:6b,2462,Z_347_283_4,17375_14181_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:26:6b,5,Z_347_283_4,17375_14181_4,12,0,0,6,-80.24,7.11,-88.00,-70.00,67,0,2,25,-80.28,6.47,-89.00,-59.00
1551852000,04:bf:6d:5e:26:6b,5785,Z_347_283_4,17375_14181_4,2,0,0,1,-80.00,8.00,-88.00,-72.00,3,0,2,0,-66.33,9.67,-80.00,-59.00
1551852000,04:bf:6d:5e:26:73,2.4,Z_347_283_4,17357_14165_4,7,0,0,4,-77.77,8.23,-91.00,-62.41,26,2,0,20,-74.05,10.52,-86.00,-36.00
1551852000,04:bf:6d:5e:26:73,2412,Z_347_283_4,17357_14165_4,3,0,0,1,-78.33,4.50,-82.00,-72.00,9,1,0,8,-71.55,13.35,-79.00,-36.00
1551852000,04:bf:6d:5e:26:73,5,Z_347_283_4,17357_14165_4,10,0,0,2,-82.20,5.99,-88.00,-68.00,64,0,4,16,-80.93,6.98,-89.00,-59.00
1551852000,04:bf:6d:5e:26:73,5745,Z_347_283_4,17357_14165_4,3,0,0,0,-86.00,2.83,-88.00,-82.00,14,0,0,3,-82.00,5.21,-88.00,-66.99
1551852000,04:bf:6d:5e:26:77,2.4,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:26:77,2437,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:26:77,5,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:26:77,5805,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:26:7b,2.4,Z_347_283_4,17358_14165_4,7,0,1,5,-76.18,7.73,-88.00,-60.01,14,0,0,6,-81.08,4.95,-88.00,-68.89
1551852000,04:bf:6d:5e:26:7b,2462,Z_347_283_4,17358_14165_4,1,0,1,0,-60.01,0.00,-60.01,-60.01,2,0,0,0,-86.00,1.00,-87.00,-85.00
1551852000,04:bf:6d:5e:26:7b,5,Z_347_283_4,17358_14165_4,2,0,0,2,-69.99,1.00,-70.99,-68.99,18,0,0,11,-76.99,4.37,-83.00,-67.99
1551852000,04:bf:6d:5e:26:7b,5765,Z_347_283_4,17358_14165_4,1,0,0,1,-70.99,0.00,-70.99,-70.99,3,0,0,2,-73.66,5.44,-80.99,-67.99
1551852000,04:bf:6d:5e:26:7f,2.4,Z_347_283_4,17375_14168_4,16,1,2,7,-73.44,10.70,-85.00,-47.00,14,0,0,6,-80.50,7.01,-93.00,-63.73
1551852000,04:bf:6d:5e:26:7f,2462,Z_347_283_4,17375_14168_4,2,1,0,0,-65.50,18.50,-84.00,-47.00,2,0,0,0,-83.50,0.50,-84.00,-83.00
1551852000,04:bf:6d:5e:26:7f,5,Z_347_283_4,17375_14168_4,25,1,2,4,-78.72,10.63,-89.00,-48.00,43,0,4,13,-78.98,8.12,-90.00,-58.00
1551852000,04:bf:6d:5e:26:7f,5745,Z_347_283_4,17375_14168_4,6,0,0,0,-85.33,2.98,-89.00,-80.00,12,0,0,0,-83.75,2.59,-90.00,-81.00
1551852000,04:bf:6d:5e:26:83,2.4,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:26:83,2412,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:26:83,5,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:26:83,5200,Z_347_283_4,17370_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,04:bf:6d:5e:26:8b,2.4,Z_347_283_4,17377_14168_4,15,1,1,10,-73.32,10.45,-85.00,-47.92,14,1,0,2,-79.05,10.47,-88.00,-44.70
1551852000,04:bf:6d:5e:26:8b,2412,Z_347_283_4,17377_14168_4,0,0,0,0,0.00,0.00,0.00,0.00,1,0,0,0,-80.00,0.00,-80.00,-80.00
1551852000,04:bf:6d:5e:26:8b,5,Z_347_283_4,17377_14168_4,27,1,2,6,-78.74,10.91,-87.00,-48.00,33,0,0,19,-78.12,6.67,-87.00,-65.99
1551852000,04:bf:6d:5e:26:8b,5200,Z_347_283_4,17377_14168_4,5,0,1,1,-76.60,12.65,-86.00,-51.99,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,a0:e4:cb:fc:b4:ef,2.4,Z_347_283_4,17368_14171_4,8,0,1,5,-71.07,9.27,-83.00,-50.52,21,0,4,8,-75.88,8.75,-86.00,-58.07
1551852000,a0:e4:cb:fc:b4:ef,2437,Z_347_283_4,17368_14171_4,3,0,0,3,-70.16,1.84,-72.49,-68.00,3,0,0,2,-79.37,1.86,-82.00,-78.01
1551852000,a0:e4:cb:fc:b4:ef,5,Z_347_283_4,17368_14171_4,0,0,0,0,0.00,0.00,0.00,0.00,13,0,2,4,-76.54,10.42,-88.00,-57.00
1551852000,a0:e4:cb:fc:b4:ef,5745,Z_347_283_4,17368_14171_4,0,0,0,0,0.00,0.00,0.00,0.00,8,0,2,2,-76.00,11.53,-88.00,-57.00
1551852000,b8:ec:a3:2f:bd:23,2.4,Z_347_283_4,17375_14167_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:23,2412,Z_347_283_4,17375_14167_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:23,5,Z_347_283_4,17375_14167_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:23,5220,Z_347_283_4,17375_14167_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:27,2.4,Z_347_283_4,17366_14162_4,12,0,2,6,-72.54,8.27,-84.00,-57.85,20,0,0,12,-77.37,6.29,-87.00,-63.83
1551852000,b8:ec:a3:2f:bd:27,2437,Z_347_283_4,17366_14162_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:27,5,Z_347_283_4,17366_14162_4,24,0,1,11,-78.16,8.12,-89.00,-58.99,30,4,0,11,-75.46,12.21,-88.00,-49.00
1551852000,b8:ec:a3:2f:bd:27,5200,Z_347_283_4,17366_14162_4,5,0,0,3,-77.00,7.18,-85.00,-65.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:2b,2.4,Z_347_283_4,17361_14166_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:2b,2412,Z_347_283_4,17361_14166_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:2b,5,Z_347_283_4,17361_14166_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:2b,5240,Z_347_283_4,17361_14166_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:2f,2.4,Z_347_283_4,17371_14165_4,9,2,1,5,-65.77,11.84,-83.25,-47.60,13,0,1,7,-77.54,7.31,-87.00,-58.00
1551852000,b8:ec:a3:2f:bd:2f,2412,Z_347_283_4,17371_14165_4,0,0,0,0,0.00,0.00,0.00,0.00,1,0,0,1,-77.00,0.00,-77.00,-77.00
1551852000,b8:ec:a3:2f:bd:2f,5,Z_347_283_4,17371_14165_4,23,0,2,9,-76.61,9.94,-89.00,-51.00,39,1,0,11,-79.87,9.49,-89.99,-33.00
1551852000,b8:ec:a3:2f:bd:2f,5785,Z_347_283_4,17371_14165_4,2,0,0,0,-87.50,0.49,-87.99,-87.00,3,0,0,1,-81.66,5.56,-87.00,-73.99
1551852000,b8:ec:a3:2f:bd:33,2.4,Z_347_283_4,17359_14158_4,10,0,1,5,-75.92,9.31,-87.00,-55.00,10,0,1,5,-75.15,9.82,-87.00,-57.81
1551852000,b8:ec:a3:2f:bd:33,2437,Z_347_283_4,17359_14158_4,3,0,1,1,-71.67,11.81,-81.00,-55.00,3,0,0,0,-84.67,2.62,-87.00,-81.00
1551852000,b8:ec:a3:2f:bd:33,5,Z_347_283_4,17359_14158_4,7,0,2,1,-74.71,10.54,-86.00,-60.00,19,0,1,11,-76.05,6.66,-86.00,-59.00
1551852000,b8:ec:a3:2f:bd:33,5765,Z_347_283_4,17359_14158_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:37,2.4,Z_347_283_4,17380_14171_4,14,2,0,8,-67.80,24.59,-89.00,-8.00,59,0,3,28,-76.32,7.86,-90.00,-52.46
1551852000,b8:ec:a3:2f:bd:37,2437,Z_347_283_4,17380_14171_4,1,1,0,0,-8.00,0.00,-8.00,-8.00,11,0,0,5,-77.85,6.89,-90.00,-65.97
1551852000,b8:ec:a3:2f:bd:37,5,Z_347_283_4,17380_14171_4,20,2,1,5,-72.92,22.94,-88.00,-6.00,107,4,7,32,-78.80,9.90,-88.00,-48.99
1551852000,b8:ec:a3:2f:bd:37,5785,Z_347_283_4,17380_14171_4,3,0,0,2,-76.56,3.18,-80.99,-73.68,6,0,2,1,-73.51,13.20,-87.00,-52.99
1551852000,b8:ec:a3:2f:bd:3b,2.4,Z_347_283_4,17357_14157_4,11,1,0,4,-74.30,20.65,-87.00,-10.02,15,0,1,4,-79.53,7.69,-86.47,-53.25
1551852000,b8:ec:a3:2f:bd:3b,2437,Z_347_283_4,17357_14157_4,1,0,0,0,-82.89,0.00,-82.89,-82.89,2,0,0,1,-80.88,3.80,-84.67,-77.08
1551852000,b8:ec:a3:2f:bd:3b,5,Z_347_283_4,17357_14157_4,10,1,0,1,-77.71,21.34,-89.00,-14.83,41,0,2,17,-79.13,9.03,-88.99,-54.52
1551852000,b8:ec:a3:2f:bd:3b,5745,Z_347_283_4,17357_14157_4,2,0,0,0,-88.50,0.50,-89.00,-88.00,15,0,0,3,-85.38,3.59,-88.99,-79.00
1551852000,b8:ec:a3:2f:bd:eb,2.4,Z_347_283_4,17377_14176_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:eb,2437,Z_347_283_4,17377_14176_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:eb,5,Z_347_283_4,17377_14176_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:eb,5200,Z_347_283_4,17377_14176_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
1551852000,b8:ec:a3:2f:bd:ef,2.4,Z_347_283_4,17376_14169_4,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
